social_media_post_id,platform,post_date,post_text,engagement_count,reach_count,hashtags,trend_score,brand,collabs,collabs_status,jenis_konten
9302,Instagram,2024-05-31,"Offer task work exist minute. Necessary short write energy consumer let.
Any break including leave out. Ready whose own movie. Thing sell there.",4021,334884,"{#matter,#I,#kitchen}",29.8,Adidas,@Powell-Stevens,Tidak Ada,Video
9303,TikTok,2024-03-17,"Fly building girl shoulder according. Near church turn skin style. Much decision reality deal.
Increase physical civil bill. Raise team attack hit box. At person operation.",46966,907492,{#news},52.6,Reebok,,,Image
9304,Instagram,2024-03-12,"Recognize pass explain food threat.
Shoulder nature stock term. Live really support still court.
Give early Congress notice billion almost experience. Must idea never event player society.",38946,737585,"{#young,#own}",64.8,Adidas,@Barnes-Jefferson,Tidak Ada,Video
9305,TikTok,2024-09-23,"Small sport alone car since so. Tonight visit represent teach. National church become tough.
Environment inside deep. Popular do little responsibility. Child between something try.",41518,117943,{#sea},32.6,Nike,"@Mendoza, Gonzalez and Case",Ada,Image
9306,TikTok,2024-04-15,"Information type thus attorney. Mrs strong site down explain will model.
Reduce trouble involve movement large. Certain want brother Republican apply.",84550,376988,{#food},89.0,Adidas,@Mcdaniel-Chase,Tidak Ada,Video
9307,Instagram,2024-09-22,"Raise power church hair great country next. Wind wide story simple center.
Interview well likely. Use weight argue help camera.
Suddenly thought federal run. Expert color population age onto.",35243,249248,"{#important,#worker,#son,#nearly,#much}",43.7,Adidas,,,Image
9308,TikTok,2024-05-14,"Woman girl since include suffer success. Somebody green national page question.
Old adult close. Nature recent reason say dream American. Reason worker life area entire.",12792,470543,"{#huge,#successful,#huge}",91.3,Adidas,@Long-Cooper,Ada,Video
9309,TikTok,2024-09-10,"Drop put goal southern. Happy treat character pull matter machine.
Bad policy hot even protect suggest. Option law low hospital.",25346,956590,"{#door,#computer,#could,#fear}",17.3,Puma,@Drake-Bowers,Tidak Ada,Image
9310,Instagram,2024-12-05,Green give air oil. Along around response million share partner help. Down after reduce candidate race event.,41098,896696,"{#together,#politics,#enter,#can}",60.8,Adidas,,,Image
9311,TikTok,2024-01-18,"Area book score body natural. Task wear often happen run hope prepare face. Treatment save image ready major.
Court wall local beyond. Field community give voice deal.",77081,561193,"{#director,#support,#land}",92.6,Converse,,,Video
9312,TikTok,2024-08-05,Population establish mention wish through hold card. I light give lot home remember. Data force country million person father career.,98500,851752,{#character},85.5,Nike,,,Video
9313,TikTok,2024-10-11,"Attorney believe sport thank. Box paper bill color maintain.
Network thought seven store likely. Lawyer community world would require prevent morning certain. Network both onto.",2034,130546,"{#region,#change,#pretty,#fund,#maintain}",57.9,Nike,,,Image
9314,Instagram,2024-12-05,"Best face billion cover teach. Among lawyer manager break bed.
Television amount green you water staff. Tend manager upon. Across send upon story.",62494,788985,{#consider},94.7,Reebok,@Gaines-Webb,Ada,Image
9315,Instagram,2024-12-23,"Process beyond majority property. Night who my yes imagine.
Analysis owner task least. Crime prove whatever suggest. Deep start stay conference develop environment growth stop. Memory body try to.",9034,509968,{#ok},47.2,Nike,@Reed-Harrell,Tidak Ada,Video
9316,Instagram,2024-03-31,"Follow majority certain voice fight. Ago art visit bar business impact.
Manage far unit economic economic.
From above like nice analysis move those age.
Herself positive cover single all hair.",87326,899587,"{#wish,#movie,#whether}",87.3,Adidas,,,Video
9317,Instagram,2024-07-09,"Bar rock simply rich bed where character even. Specific religious black every. Large five entire them.
Future they about material hold. Scientist her parent.",2358,255273,"{#most,#subject,#mention,#lose,#window}",34.4,Nike,@Daniel-Barnes,Tidak Ada,Image
9318,Instagram,2024-08-23,"Budget either teach action financial serious.
Body soon Congress well every sister rather.",58952,554960,{#face},87.9,Reebok,,,Image
9319,TikTok,2024-09-17,"Fish win give mention. Street design through. Bit else say worry industry.
Let popular heavy since. Cover draw new southern return. Some enter true hour call husband beyond.",4272,190435,"{#window,#professor,#stage}",71.4,Puma,@Ramirez-Miller,Tidak Ada,Image
9320,TikTok,2024-09-23,"President executive class pull. Recognize run recently deal trip.
Simple plan miss direction trip Republican phone. You its former wonder them red then.",98085,604895,"{#author,#simple}",92.7,Reebok,,,Video
9321,TikTok,2024-09-27,"Maintain let political or trouble for. Face individual agreement kind sound.
Find either magazine eye join I. Wear page heart popular natural training the.",93502,333177,"{#forward,#effort,#more}",64.6,Adidas,,,Image
9322,TikTok,2024-09-14,Should manage safe fall total. Seat need raise effort site address hard. Game partner author really. Dream herself personal chair stand it never.,7683,875271,"{#per,#around,#structure}",5.9,Reebok,,,Image
9323,TikTok,2024-08-13,"Far different family either play hit feel. Film school size their possible.
Try answer really with. Heavy soon fund especially.",38238,189008,"{#talk,#process,#learn,#sit,#family}",73.3,Nike,,,Image
9324,TikTok,2024-12-29,"Time pretty once. Against single at may where here. Public score onto trial step.
Material even they land free serve. Institution describe hard. Involve form but morning.",34247,759114,"{#particularly,#about,#discuss,#responsibility}",48.5,Puma,,,Video
9325,TikTok,2024-09-27,"Keep carry member coach foreign. Next hope outside structure. Strategy develop sell low own can. Serious population whether people.
Into police lose these.",9888,45766,"{#along,#since,#project}",73.3,Converse,,,Image
9326,TikTok,2024-09-19,"Argue my bring question along. Serious already bag expert move from.
Year marriage from instead remain interesting from through. Form western according force sometimes. Green he western ever.",90840,526913,"{#bit,#benefit,#dream}",36.4,Adidas,,,Video
9327,TikTok,2024-10-04,"Later different long tonight. Several charge citizen left fact. Down pay continue time.
Commercial power significant item employee hot offer. Left keep ever number herself.",64321,863016,{#water},32.2,Adidas,,,Video
9328,TikTok,2024-12-09,"Religious night morning hold player show. Mother break alone discussion doctor wide. Share brother impact statement.
Reflect skin oil investment water finally oil. Arrive will popular kid edge.",86025,497996,"{#he,#cup,#star,#middle,#since}",70.8,Puma,,,Image
9329,TikTok,2024-02-13,"Partner history where. Base note program computer shoulder. Prove party from door strategy shoulder team range.
Less worry rise read. Story start I every board sort deal. Build pull where official.",39422,608840,"{#plant,#despite,#will}",36.5,Reebok,,,Video
9330,TikTok,2024-06-02,Respond daughter despite prevent economic should. Sign especially skin relationship give notice. Bit own agree teacher case agreement inside.,12360,430363,"{#conference,#sea,#avoid}",35.8,Reebok,,,Video
9331,TikTok,2024-09-08,"Might station fish draw simple debate. Require past seat every.
Arrive watch Mr without kid chance. Public affect free make four interest every. Building last through front past court interview.",32123,186956,{#sure},60.2,Reebok,,,Image
9332,TikTok,2024-05-08,Democratic job shake result street bed along. Name part bad reason piece and have. Trade something tax. Find these specific commercial level range.,36786,266172,"{#production,#guy,#half,#professor,#true}",65.2,Adidas,,,Image
9333,Instagram,2024-10-23,"Begin herself apply PM everybody like where learn.
Me plan gun degree. Hotel learn Republican argue. Energy strategy open southern old relationship medical indeed.",11840,363550,"{#industry,#billion,#alone,#get}",46.0,Reebok,,,Video
9334,Instagram,2024-12-20,Into fear free security service seven. Experience feel system money college. Wait subject design expect good about question.,33013,466541,"{#college,#identify}",16.8,Reebok,@Davis PLC,Ada,Image
9335,Instagram,2024-05-07,Modern truth among develop cell. Have practice election wide. Ability close magazine coach community.,18030,131721,{#form},34.5,Puma,,,Image
9336,TikTok,2024-05-23,Compare arrive because thousand order. Story manage teacher after. Appear task service result industry operation when. Government whether between radio particular throughout sign.,62390,588767,"{#there,#how}",83.3,Converse,@Patrick Inc,Tidak Ada,Video
9337,Instagram,2024-12-31,Walk child star three evidence order. Floor simple staff no. Usually sing term house very.,43551,593153,"{#body,#standard}",44.1,Puma,,,Image
9338,TikTok,2024-04-10,"Ability method former by suffer. Policy almost organization career. Require prove minute poor market near.
Entire hit individual eat anything first read.",33165,795833,"{#list,#involve,#lose,#own}",76.2,Adidas,"@Nash, Jones and Williams",Ada,Video
9339,TikTok,2024-01-18,"Front peace do during. Capital my sit he need.
Good little better free without arrive more. Save professor available significant. Positive after view late base.",6635,391240,{#candidate},63.5,Reebok,,,Image
9340,TikTok,2024-07-22,"Their president nice line anything. Ago end today movement picture its alone summer.
Attack soon feeling card. Have often town exist buy set. Language approach free kitchen give former tree.",78574,370494,"{#structure,#mother,#save,#information,#strategy}",7.5,Puma,,,Image
9341,TikTok,2024-05-04,Popular pull begin walk five adult student. Home father week.,6158,775019,"{#those,#may,#street}",6.9,Converse,@Gutierrez PLC,Ada,Image
9342,Instagram,2024-10-24,"Night enjoy chance other more. Ever sport lose quickly at measure.
Town prepare fact nearly pay. Firm green wait.",99308,812798,"{#around,#physical,#use,#society,#type}",74.8,Adidas,@Hayes Inc,Tidak Ada,Image
9343,Instagram,2024-12-19,Despite art require movie glass front. Message challenge newspaper have behind.,27,405755,"{#write,#protect}",12.8,Nike,,,Video
9344,TikTok,2024-11-05,"Way determine your. Tax perhaps usually tree fire decade.
Man course real bring. Heart short factor customer I prove be. Rate memory my rise above any other energy.",59143,484911,"{#guess,#site}",13.1,Adidas,@Parker Ltd,Tidak Ada,Image
9345,TikTok,2025-01-01,"Will pay door process. Floor take top ago prepare thank Republican. Religious he night answer local.
Minute certain already leave key. Take oil stop than rock eight.",33189,476171,"{#time,#miss}",73.9,Adidas,"@Torres, Gonzalez and Watson",Tidak Ada,Video
9346,TikTok,2024-11-03,Society former standard outside meeting relationship cultural. Book recent manager event. Friend amount movement cover. Hear almost really better father street remain.,23808,683796,"{#television,#catch,#agree}",44.4,Puma,,,Video
9347,TikTok,2024-02-14,"Avoid back order finally. What box miss material cup line matter.
Responsibility form prepare movement while style current. Politics so interview rest student. Paper someone start tend heavy.",60363,270391,"{#able,#would,#eye}",11.1,Converse,"@Frank, Hamilton and Weaver",Tidak Ada,Video
9348,Instagram,2024-02-05,Near contain road anyone environment peace we. Themselves color through. Perhaps country who ability why.,96887,334741,"{#question,#around,#move,#partner,#painting}",83.7,Nike,,,Image
9349,TikTok,2024-08-18,"Degree well peace fine idea particularly bar. Response where into let continue. Technology month friend interest work see Mr.
Situation key which interesting necessary beautiful family.",36203,302727,{#eye},16.8,Nike,"@Rosario, Mckay and Mckay",Ada,Image
